host_is_superhost,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,price
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,223,91
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,0,34
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,37,44
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,0,129
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,2.0,9,74
0.0,Ciutat Vella,Entire loft,Entire home/apt,5,1 bath,2.0,3.0,1,52
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,15.0,363,100
0.0,Sants-Montjuïc,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,322,61
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,5,210
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,130
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,340,95
1.0,Gràcia,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,8,25
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,95
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,42,236
0.0,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,133
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,6.0,5,101
0.0,Eixample,Entire rental unit,Entire home/apt,8,1 bath,4.0,6.0,138,140
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,141,34
0.0,Eixample,Private room in hostel,Private room,6,1.5 shared baths,1.0,6.0,0,180
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,195
0.0,Sants-Montjuïc,Room in hotel,Private room,2,1 bath,1.0,3.0,46,69
0.0,Gràcia,Room in boutique hotel,Private room,2,1 bath,1.0,1.0,5,74
0.0,Eixample,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,18,79
1.0,Sants-Montjuïc,Entire loft,Entire home/apt,3,1 bath,1.0,2.0,100,89
0.0,Gràcia,Entire serviced apartment,Entire home/apt,3,1 bath,2.0,3.0,59,115
0.0,Eixample,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,0,120
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,2.0,3.0,1,65
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,225,45
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,354,94
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,15,160
0.0,Eixample,Private room in hostel,Private room,3,1 private bath,1.0,3.0,0,113
0.0,Horta-Guinardó,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,139,35
0.0,Les Corts,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,7,25
0.0,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,0,155
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,30,133
0.0,Gràcia,Entire rental unit,Entire home/apt,8,2 baths,2.0,6.0,196,153
0.0,Sant Martí,Entire serviced apartment,Entire home/apt,5,2 baths,2.0,4.0,91,162
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,0,70
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,3,66
0.0,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,59,233
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,0,67
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,6,200
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,4,37
0.0,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,3,99
0.0,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,12,52
0.0,Eixample,Room in boutique hotel,Private room,3,1 bath,1.0,2.0,2,121
0.0,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,9,40
0.0,Eixample,Private room in rental unit,Private room,4,1 shared bath,1.0,2.0,16,64
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,26,56
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,3,80
0.0,Les Corts,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,48,40
1.0,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,180,17
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,39,149
0.0,Eixample,Private room in rental unit,Private room,4,1 private bath,2.0,2.0,4,90
0.0,Sants-Montjuïc,Private room in floor,Private room,1,1 bath,1.0,1.0,3,16
1.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,29,138
0.0,Gràcia,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,186,95
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,102,45
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,15,142
0.0,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,2,55
0.0,Eixample,Private room in rental unit,Private room,1,1.5 baths,1.0,1.0,1,26
0.0,Sarrià-Sant Gervasi,Private room in home,Private room,1,1 private bath,1.0,1.0,2,70
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,75
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,3,731
0.0,Horta-Guinardó,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,149,52
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,2.0,6.0,127,129
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,5,33
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,63
0.0,Sant Martí,Private room in hostel,Private room,2,0 shared baths,1.0,2.0,0,79
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,31,75
0.0,Gràcia,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,89,83
1.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,2.0,3,95
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,5,3 baths,3.0,3.0,0,719
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,7,42
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,52,85
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,8,2 baths,3.0,7.0,3,550
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,1,30
0.0,Nou Barris,Entire home,Entire home/apt,2,1 bath,1.0,1.0,5,40
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,27
0.0,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,5,81
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1,53
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,9,36
0.0,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,387,90
0.0,Sant Martí,Private room in hostel,Private room,3,1 private bath,1.0,2.0,1,137
1.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,4,17
0.0,Eixample,Entire rental unit,Entire home/apt,7,3 baths,3.0,5.0,21,249
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,51,146
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,10,48
1.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,4.0,4.0,66,138
0.0,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,45,60
0.0,Eixample,Private room in home,Private room,1,1 shared bath,1.0,1.0,1,18
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,14,64
0.0,Eixample,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,26,66
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,5,103
0.0,Eixample,Private room in hostel,Private room,3,1 private bath,1.0,2.0,93,66
0.0,Sants-Montjuïc,Entire home,Entire home/apt,2,1 bath,1.0,1.0,6,50
1.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,34,191
0.0,Sants-Montjuïc,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,0,120
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,3,2 baths,2.0,2.0,0,146
0.0,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,57,139
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,43,22
1.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,30,50
0.0,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,68
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,7,2 baths,3.0,6.0,295,124
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,21,87
0.0,Sant Martí,Private room in casa particular,Private room,1,1 shared bath,1.0,1.0,0,27
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,0,71
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,2,23
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,0,30
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,3,41
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,12,93
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,3,122
0.0,Eixample,Private room in condo,Private room,2,1.5 shared baths,1.0,1.0,0,38
0.0,Sant Andreu,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,50
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,19,72
1.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,11,50
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,7,40
0.0,Eixample,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,68,37
0.0,Sant Martí,Private room in condo,Private room,2,2 baths,3.0,1.0,130,80
0.0,Eixample,Entire rental unit,Entire home/apt,7,3 baths,3.0,5.0,381,239
0.0,Eixample,Room in hotel,Hotel room,1,1 private bath,1.0,1.0,1,142
1.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,7,60
0.0,Gràcia,Entire rental unit,Entire home/apt,7,1 bath,3.0,5.0,5,165
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,7,90
1.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,5,70
1.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,4.0,4.0,366,78
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,108,89
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,15,75
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,1,36
0.0,Eixample,Private room in rental unit,Private room,3,2 shared baths,1.0,2.0,0,38
0.0,Ciutat Vella,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,56,74
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,1.0,2.0,1,125
0.0,Eixample,Entire condo,Entire home/apt,5,1 bath,3.0,4.0,354,124
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,61,50
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,4,45
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,11,35
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,2.0,0,85
0.0,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,20
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,227,88
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,0,71
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,15,40
0.0,Les Corts,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,0,32
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,4.0,5.0,0,304
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,0,88
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,50,45
0.0,Ciutat Vella,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,11,102
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1,72
0.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,30,30
1.0,Eixample,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,2,60
1.0,Horta-Guinardó,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,83,32
0.0,Eixample,Private room in hostel,Private room,2,1 private bath,1.0,1.0,26,72
0.0,Ciutat Vella,Entire condo,Entire home/apt,3,1 bath,2.0,2.0,124,59
0.0,Gràcia,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,157,121
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,6,70
0.0,Sant Martí,Private room in rental unit,Private room,3,1 private bath,1.0,3.0,17,37
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,58,231
0.0,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,5,18
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,286,80
0.0,Eixample,Entire serviced apartment,Entire home/apt,5,2 baths,3.0,4.0,44,269
0.0,Eixample,Private room in hostel,Private room,2,1 shared bath,1.0,1.0,23,138
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,3,36
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,5,20
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,51,121
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,2,39
0.0,Sants-Montjuïc,Private room in home,Private room,1,1 shared bath,1.0,1.0,1,80
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,5,28
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,182,140
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,0,77
1.0,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,47,16
0.0,Sant Martí,Entire rental unit,Entire home/apt,7,1 bath,2.0,7.0,3,59
0.0,Eixample,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,206,142
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,51,98
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,1,43
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,2,1.5 baths,1.0,2.0,4,63
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,2.0,1,91
1.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,2.0,5.0,4,129
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,6,99
0.0,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,0,29
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,10,65
0.0,Horta-Guinardó,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,36
0.0,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,1,37
0.0,Eixample,Entire serviced apartment,Entire home/apt,6,2 baths,2.0,4.0,16,214
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,0,81
0.0,Eixample,Private room in hostel,Private room,4,1 private bath,1.0,4.0,5,126
0.0,Sant Martí,Private room in home,Private room,2,1.5 baths,1.0,1.0,0,85
1.0,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,134,30
0.0,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,1,49
0.0,Eixample,Room in boutique hotel,Private room,3,1 private bath,1.0,2.0,0,196
0.0,Gràcia,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,15,104
0.0,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,2,25
0.0,Eixample,Room in hotel,Private room,2,1 shared bath,1.0,1.0,2,75
0.0,Ciutat Vella,Private room in hostel,Private room,2,1 private bath,1.0,2.0,1,111
0.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,3,32
1.0,Ciutat Vella,Room in boutique hotel,Hotel room,3,1 private bath,1.0,2.0,1,272
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,112,90
0.0,Gràcia,Entire loft,Entire home/apt,4,1 bath,1.0,2.0,48,95
0.0,Ciutat Vella,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,13,70
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,9,75
0.0,Eixample,Shared room in hotel,Shared room,2,1 shared bath,1.0,1.0,78,15
1.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,5,2 baths,3.0,3.0,22,169
1.0,Gràcia,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,45,20
1.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,100,110
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,55
0.0,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,4,450
0.0,Sant Martí,Private room in condo,Private room,1,1 shared bath,1.0,1.0,4,25
0.0,Eixample,Shared room in hostel,Shared room,4,1 shared bath,1.0,4.0,11,20
1.0,Sant Martí,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,1,36
0.0,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,71,108
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,21,15
0.0,Eixample,Entire rental unit,Entire home/apt,4,3 baths,3.0,3.0,5,151
0.0,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,3,26
0.0,Eixample,Private room in rental unit,Private room,1,1.5 baths,1.0,1.0,15,52
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,154,48
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,0,152
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,1,130
1.0,Ciutat Vella,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,198,38
0.0,Ciutat Vella,Private room in rental unit,Private room,2,2 baths,1.0,1.0,11,39
0.0,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,5.0,0,115
0.0,Eixample,Entire condo,Entire home/apt,3,1 bath,2.0,2.0,1,47
0.0,Sants-Montjuïc,Entire serviced apartment,Entire home/apt,3,1 bath,1.0,2.0,6,165
0.0,Eixample,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,8,161
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,100
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,249,199
0.0,Ciutat Vella,Shared room in rental unit,Shared room,2,1.5 shared baths,1.0,1.0,68,66
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,4.0,1,43
1.0,Ciutat Vella,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,9,80
0.0,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,92,35
0.0,Gràcia,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,3,81
0.0,Sarrià-Sant Gervasi,Private room in casa particular,Private room,1,1 bath,1.0,1.0,0,20
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,50
0.0,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,2,21
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,37
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,4.0,7.0,0,142
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,0,140
0.0,Ciutat Vella,Private room in hostel,Private room,2,1 private bath,1.0,1.0,0,43
0.0,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,38,149
1.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,37,120
0.0,Eixample,Shared room in hostel,Shared room,1,5 shared baths,1.0,1.0,62,20
0.0,Gràcia,Entire loft,Entire home/apt,6,2 baths,3.0,5.0,382,90
0.0,Eixample,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,17,49
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,4,58
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1 bath,2.0,1.0,0,31
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,9,36
0.0,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,6,2 baths,3.0,6.0,61,163
1.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,188,45
0.0,Eixample,Private room in condo,Private room,1,1.5 shared baths,1.0,1.0,32,27
0.0,Eixample,Entire condo,Entire home/apt,6,2 baths,3.0,5.0,36,105
0.0,Eixample,Entire rental unit,Entire home/apt,8,2 baths,4.0,5.0,56,255
0.0,Eixample,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,46,92
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,10,79
0.0,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,21,76
0.0,Eixample,Shared room in hostel,Shared room,1,0 shared baths,1.0,2.0,0,37
0.0,Eixample,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,1,56
1.0,Gràcia,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,3,45
0.0,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,40
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,4,50
0.0,Eixample,Private room in rental unit,Private room,1,1 bath,1.0,1.0,0,20
0.0,Eixample,Private room in home,Private room,1,1 shared bath,1.0,1.0,18,32
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,0,61
0.0,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,63,85
0.0,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,204,112
0.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,5,49
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,0,96
0.0,Ciutat Vella,Room in hotel,Private room,2,1 private bath,1.0,1.0,153,66
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,3,35
1.0,Sant Martí,Entire rental unit,Entire home/apt,6,1 bath,3.0,5.0,237,70
0.0,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,2.0,4,148
0.0,Sants-Montjuïc,Private room in rental unit,Private room,2,1 bath,1.0,1.0,1,35
0.0,Ciutat Vella,Room in hotel,Private room,1,0 shared baths,1.0,1.0,3,58
1.0,Gràcia,Private room in home,Private room,2,1.5 shared baths,1.0,2.0,10,150
0.0,Sant Martí,Private room in condo,Private room,1,2 shared baths,1.0,1.0,0,30
0.0,Sant Andreu,Private room in guesthouse,Private room,2,1.5 shared baths,1.0,1.0,0,500
1.0,Eixample,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,325,123
1.0,Eixample,Entire rental unit,Entire home/apt,3,1.5 baths,2.0,2.0,0,79
0.0,Gràcia,Shared room in hostel,Shared room,1,1 shared bath,1.0,1.0,412,17
0.0,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,9,23
0.0,Gràcia,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,1,101
0.0,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,2 baths,3.0,2.0,1,192
0.0,Ciutat Vella,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,15,110
0.0,Ciutat Vella,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,3,83
1.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,5,29
1.0,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,244,30
0.0,Eixample,Entire rental unit,Entire home/apt,2,1 bath,2.0,3.0,1,150
1.0,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,19,55
0.0,Eixample,Entire rental unit,Entire home/apt,5,1.5 baths,4.0,4.0,2,100
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,7,2 baths,3.0,6.0,79,121
0.0,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,58,19
0.0,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,76,317
0.0,Sants-Montjuïc,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,14,88
0.0,Eixample,Entire rental unit,Entire home/apt,6,3 baths,3.0,4.0,28,126
1.0,Ciutat Vella,Entire rental unit,Entire home/apt,8,2 baths,4.0,7.0,60,183
0.0,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,18,311
0.0,Eixample,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,11,34
0.0,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,97,44
0.0,Eixample,Private room in rental unit,Private room,1,2 shared baths,4.0,4.0,0,32
1.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,7,110
0.0,Eixample,Entire rental unit,Entire home/apt,7,1 bath,3.0,5.0,4,89
0.0,Ciutat Vella,Private room in loft,Private room,1,1 shared bath,1.0,1.0,7,35
0.0,Eixample,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,4.0,98,75
0.0,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,0,92
0.0,Gràcia,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,7,74
1.0,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,2.0,112,35
0.0,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,53,90
