host_is_superhost,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,number_of_reviews,price
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,4.0,4.0,1,$125.00
f,Gràcia,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,2,$20.00
f,Eixample,Entire rental unit,Entire home/apt,9,2 baths,4.0,1.0,20,$320.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$100.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,28,$141.00
t,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,52,$300.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$30.00
f,Horta-Guinardó,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$40.00
t,Gràcia,Private room in condo,Private room,2,2 baths,1.0,1.0,231,$55.00
f,Les Corts,Private room in condo,Private room,2,1 shared bath,2.0,2.0,0,$40.00
f,Ciutat Vella,Private room in casa particular,Private room,1,1.5 shared baths,1.0,1.0,12,$41.00
f,Eixample,Room in hostel,Hotel room,1,1 shared bath,1.0,12.0,28,$30.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,27,$157.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,10,$47.00
t,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,2,$122.00
t,Eixample,Entire rental unit,Entire home/apt,5,2 baths,4.0,4.0,0,$92.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,2,$103.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,42,$189.00
f,Sant Martí,Entire condo,Entire home/apt,6,2 baths,3.0,3.0,2,$200.00
f,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,189,$81.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,0,$184.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$55.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,1 bath,3.0,3.0,17,$94.00
f,Eixample,Room in hotel,Private room,3,1 private bath,,1.0,0,$167.00
f,Eixample,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,1,$120.00
f,Eixample,Room in boutique hotel,Private room,1,1 private bath,1.0,1.0,0,$105.00
f,Gràcia,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,0,$133.00
f,Sants-Montjuïc,Entire home,Entire home/apt,10,3 baths,5.0,10.0,2,$15.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$81.00
f,Ciutat Vella,Private room in rental unit,Private room,4,2 shared baths,2.0,2.0,0,$55.00
f,Sants-Montjuïc,Entire loft,Entire home/apt,2,2 baths,1.0,1.0,48,$27.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,6,2 baths,3.0,6.0,138,$114.00
f,Eixample,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,25,$45.00
f,Eixample,Private room in rental unit,Private room,2,0 shared baths,1.0,1.0,18,$22.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,14,$55.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,5.0,0,$105.00
t,Ciutat Vella,Private room in home,Private room,2,1 shared bath,1.0,1.0,16,$56.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,2,$300.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,4.0,68,$55.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,3,$105.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,8,$162.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,1,$29.00
f,Gràcia,Entire rental unit,Entire home/apt,7,2 baths,3.0,5.0,20,$90.00
f,Eixample,Entire rental unit,Entire home/apt,2,1 bath,,1.0,0,$100.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,16,$24.00
f,Eixample,Entire rental unit,Entire home/apt,5,1.5 baths,2.0,3.0,1,$73.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,2,$126.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,59,$145.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,38,$119.00
f,Ciutat Vella,Private room in condo,Private room,1,1 private bath,1.0,3.0,9,$65.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,34,$214.00
f,Horta-Guinardó,Entire rental unit,Entire home/apt,7,2 baths,3.0,7.0,61,$229.00
f,Eixample,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1.0,0,$161.00
f,Eixample,Entire condo,Entire home/apt,4,2.5 baths,3.0,2.0,1,$65.00
f,Ciutat Vella,Private room in serviced apartment,Private room,6,1 private bath,2.0,3.0,5,$102.00
t,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,260,$133.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,43,$50.00
t,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,203,$30.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,13,$15.00
t,Sarrià-Sant Gervasi,Entire home,Entire home/apt,4,1 bath,2.0,3.0,39,$128.00
t,Eixample,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,71,$107.00
f,Eixample,Room in boutique hotel,Private room,2,1 bath,1.0,,0,$137.00
f,Gràcia,Private room in condo,Private room,3,1.5 shared baths,1.0,1.0,4,$26.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,3,$146.00
f,Sant Martí,Private room in guest suite,Private room,1,1 shared bath,1.0,1.0,0,$20.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,14,$35.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,5,$72.00
f,Ciutat Vella,Private room in casa particular,Private room,2,1.5 shared baths,1.0,1.0,10,$70.00
f,Ciutat Vella,Room in hotel,Private room,3,1 shared bath,1.0,3.0,0,$97.00
f,Eixample,Private room in rental unit,Private room,1,1 bath,2.0,2.0,0,$100.00
f,Sant Martí,Boat,Entire home/apt,4,Half-bath,1.0,3.0,186,$54.00
f,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,3.0,2.0,0,$150.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,11,$70.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,24,$244.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,3,$68.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,189,$83.00
f,Gràcia,Private room in rental unit,Private room,1,1 shared bath,2.0,1.0,0,$100.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,1,$141.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$35.00
t,Sarrià-Sant Gervasi,Entire home,Entire home/apt,4,1 bath,2.0,3.0,7,$125.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,2 shared baths,2.0,,1,$100.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 baths,1.0,2.0,51,$110.00
f,Eixample,Entire condo,Entire home/apt,6,2 baths,2.0,3.0,0,$240.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,,1.0,0,$114.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,53,$36.00
t,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,35,$27.00
t,Horta-Guinardó,Entire rental unit,Entire home/apt,8,2 baths,4.0,4.0,20,$110.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,74,$151.00
f,Eixample,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,4.0,55,$127.00
t,Sant Martí,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,26,$50.00
f,Eixample,Private room in guest suite,Private room,2,1 shared bath,1.0,1.0,1,$50.00
f,Eixample,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,4.0,87,$115.00
f,Ciutat Vella,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,17,$46.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,34,$41.00
t,Ciutat Vella,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,21,$147.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,14,$50.00
t,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,263,$204.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,2,$45.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,19,$31.00
t,Nou Barris,Entire rental unit,Entire home/apt,1,1 bath,,1.0,2,$29.00
f,Sant Martí,Boat,Entire home/apt,4,1 bath,2.0,2.0,24,$54.00
t,Sants-Montjuïc,Entire rental unit,Entire home/apt,8,2 baths,3.0,5.0,106,$80.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,3.0,4.0,184,$129.00
f,Horta-Guinardó,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,4,$40.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,2.0,2,$140.00
f,Gràcia,Shared room in hostel,Shared room,1,0 shared baths,1.0,2.0,4,$24.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1.5 shared baths,1.0,3.0,0,$62.00
t,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,29,$59.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,1,$21.00
f,Sant Martí,Entire rental unit,Entire home/apt,5,1.5 baths,3.0,4.0,8,$71.00
t,Eixample,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,23,$55.00
t,Sarrià-Sant Gervasi,Private room in chalet,Private room,2,1 private bath,1.0,1.0,0,$50.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,52,$220.00
t,Eixample,Entire rental unit,Entire home/apt,7,2 baths,2.0,5.0,4,$123.00
t,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,7.0,91,$195.00
t,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,77,$31.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,1,$60.00
t,Sants-Montjuïc,Entire rental unit,Entire home/apt,5,1 bath,3.0,3.0,99,$90.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,3,$31.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,3,1 bath,2.0,3.0,168,$94.00
f,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,,0,$21.00
f,Sants-Montjuïc,Private room in casa particular,Private room,1,1 shared bath,1.0,1.0,2,$39.00
t,Gràcia,Entire condo,Entire home/apt,6,1.5 baths,2.0,3.0,21,$108.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,24,$57.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,1,$79.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,62,$241.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,14,$112.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,28,$95.00
f,Ciutat Vella,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,$95.00
f,Horta-Guinardó,Entire rental unit,Entire home/apt,5,1 bath,4.0,4.0,0,$75.00
f,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,2,$60.00
t,Ciutat Vella,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,37,$162.00
f,Eixample,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,136,$84.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,131,$72.00
f,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,25,$50.00
f,Eixample,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,5,$35.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,3.0,1,$51.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,,3.0,9,$50.00
f,Sant Martí,Private room in condo,Private room,2,1.5 shared baths,1.0,2.0,11,$23.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,260,$101.00
f,Ciutat Vella,Private room in hostel,Private room,2,1 shared bath,2.0,1.0,0,$42.00
f,Eixample,Entire rental unit,Entire home/apt,10,2.5 baths,5.0,6.0,25,$216.00
f,Les Corts,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,141,$218.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,22,$22.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,3 baths,7.0,1.0,0,$18.00
t,Eixample,Entire rental unit,Entire home/apt,2,2 baths,1.0,1.0,338,$94.00
f,Eixample,Private room in hostel,Private room,1,1 private bath,1.0,1.0,17,$44.00
f,Eixample,Private room in hostel,Private room,3,4 shared baths,1.0,2.0,34,$54.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,19,$260.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,13,$90.00
f,Horta-Guinardó,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,"$1,490.00"
f,Les Corts,Entire serviced apartment,Entire home/apt,4,1 bath,1.0,1.0,9,$124.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$40.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,0,$70.00
f,Eixample,Private room in rental unit,Private room,2,1 bath,1.0,1.0,1,$65.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,15,$25.00
f,Sant Martí,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,1,$40.00
t,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,138,$115.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,2.0,4.0,3,$49.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,24,$91.00
t,Ciutat Vella,Private room in rental unit,Private room,1,1 private bath,1.0,1.0,5,$75.00
f,Eixample,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,18,$79.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,1,$35.00
f,Eixample,Shared room in hostel,Shared room,1,1 shared bath,1.0,8.0,49,$21.00
f,Eixample,Entire rental unit,Entire home/apt,8,3 baths,4.0,6.0,32,$280.00
f,Sants-Montjuïc,Private room in condo,Private room,1,2 shared baths,1.0,1.0,0,$34.00
f,Les Corts,Entire rental unit,Entire home/apt,3,1 bath,3.0,4.0,58,$90.00
f,Gràcia,Entire rental unit,Entire home/apt,9,2 baths,3.0,7.0,28,$94.00
f,Eixample,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,117,$90.00
t,Sant Martí,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,16,$150.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,284,$69.00
f,Horta-Guinardó,Private room in rental unit,Private room,1,1.5 shared baths,1.0,1.0,1,$35.00
t,Horta-Guinardó,Entire rental unit,Entire home/apt,4,1.5 baths,1.0,2.0,303,$81.00
f,Sant Martí,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$69.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,7,1 bath,3.0,7.0,2,$138.00
f,Eixample,Room in hotel,Hotel room,2,1 private bath,1.0,1.0,1,$156.00
f,Ciutat Vella,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,0,$235.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,1 bath,2.0,5.0,122,$116.00
f,Sant Martí,Entire rental unit,Entire home/apt,6,1.5 baths,4.0,4.0,8,$160.00
t,Eixample,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,11,$138.00
f,Eixample,Entire rental unit,Entire home/apt,6,2 baths,3.0,5.0,252,$155.00
t,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,13,$28.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,260,$55.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1 bath,1.0,1.0,2,$35.00
f,Ciutat Vella,Private room in rental unit,Private room,1,2 shared baths,4.0,4.0,0,$32.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,59,$89.00
f,Nou Barris,Private room in rental unit,Private room,2,1 bath,1.0,,0,$29.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,80,$270.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,28,$40.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,41,$248.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,10,$143.00
f,Sant Martí,Private room in bed and breakfast,Private room,1,1 shared bath,1.0,1.0,6,$87.00
f,Sant Andreu,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,1,$120.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,2 baths,2.0,5.0,0,$180.00
f,Eixample,Entire rental unit,Entire home/apt,6,1 bath,3.0,6.0,0,$50.00
f,Nou Barris,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,13,$60.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,68,$35.00
f,Ciutat Vella,Private room in hostel,Private room,3,0 shared baths,1.0,,5,$999.00
f,Gràcia,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,25,$108.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,3,$110.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,4,$111.00
f,Eixample,Entire rental unit,Entire home/apt,7,2 baths,4.0,5.0,24,$104.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,234,$37.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,102,$92.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,4.0,4.0,1,$25.00
f,Eixample,Entire serviced apartment,Entire home/apt,4,1.5 baths,2.0,2.0,1,$111.00
f,Eixample,Shared room in rental unit,Shared room,1,1 shared bath,1.0,1.0,0,$10.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 shared bath,1.0,2.0,70,$50.00
t,Eixample,Private room in hostel,Private room,2,Shared half-bath,1.0,1.0,50,$73.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,63,$40.00
f,Ciutat Vella,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,0,$29.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,214,$33.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,4,$60.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,0,$140.00
f,Eixample,Room in hotel,Private room,2,1 private bath,1.0,1.0,0,"$1,490.00"
f,Eixample,Entire condo,Entire home/apt,4,1 bath,2.0,3.0,0,$238.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,,2.0,38,$31.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,8,2 baths,4.0,5.0,138,$149.00
f,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,0,$69.00
f,Gràcia,Entire rental unit,Entire home/apt,5,1 bath,2.0,2.0,1,$201.00
t,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,12,$99.00
t,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,1,$89.00
f,Eixample,Private room in condo,Private room,2,1 shared bath,1.0,1.0,25,$44.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,2,1 bath,,1.0,4,$43.00
f,Sants-Montjuïc,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,0,$16.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,10,$50.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,105,$37.00
t,Ciutat Vella,Entire condo,Entire home/apt,4,1 bath,1.0,2.0,7,$45.00
t,Gràcia,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,101,$81.00
t,Sant Martí,Entire condo,Entire home/apt,3,1 bath,1.0,3.0,405,$99.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,4,$95.00
f,Sarrià-Sant Gervasi,Private room in rental unit,Private room,1,Private half-bath,1.0,2.0,0,$78.00
f,Sant Andreu,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,0,$80.00
f,Sants-Montjuïc,Private room in condo,Private room,2,1 shared bath,1.0,1.0,8,$66.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,16,$41.00
f,Sarrià-Sant Gervasi,Entire condo,Entire home/apt,2,1 bath,1.0,1.0,0,$51.00
f,Gràcia,Entire loft,Entire home/apt,3,1 bath,,2.0,140,$120.00
t,Sant Martí,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,21,$52.00
t,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,18,$72.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,13,$98.00
f,Gràcia,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,12,$74.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,4.0,6.0,139,$117.00
f,Gràcia,Entire vacation home,Entire home/apt,5,2 baths,2.0,4.0,2,$85.00
f,Eixample,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,27,$284.00
f,Ciutat Vella,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,0,$142.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,9,$41.00
f,Ciutat Vella,Private room in rental unit,Private room,3,1 private bath,1.0,2.0,71,$42.00
f,Eixample,Private room in rental unit,Private room,1,1 shared bath,1.0,,0,$17.00
f,Ciutat Vella,Private room in rental unit,Private room,1,1 bath,1.0,1.0,0,$45.00
f,Sant Martí,Private room in rental unit,Private room,2,1 bath,1.0,,0,$49.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,3.0,4.0,0,$160.00
f,Ciutat Vella,Private room in rental unit,Private room,2,2 baths,3.0,1.0,10,$124.00
t,Ciutat Vella,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,20,$49.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,2,1 bath,2.0,1.0,0,$108.00
f,Ciutat Vella,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,1,$27.00
f,Gràcia,Entire rental unit,Entire home/apt,5,2 baths,3.0,4.0,2,$350.00
t,Sant Martí,Entire rental unit,Entire home/apt,4,1.5 baths,3.0,3.0,3,$45.00
f,Sants-Montjuïc,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,0,$300.00
f,Les Corts,Entire rental unit,Entire home/apt,5,2 baths,3.0,3.0,29,$208.00
f,Ciutat Vella,Private room in casa particular,Private room,3,1 shared bath,1.0,3.0,8,$46.00
f,Eixample,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,3.0,22,$79.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,241,$110.00
t,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,4,$40.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 bath,1.0,1.0,0,$30.00
f,Gràcia,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,2,$21.00
f,Sant Martí,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,17,$229.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,3,$40.00
f,Eixample,Private room in rental unit,Private room,2,1 private bath,1.0,3.0,12,$80.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,15,4 baths,10.0,9.0,0,$520.00
f,Gràcia,Entire rental unit,Entire home/apt,5,1 bath,2.0,5.0,24,$74.00
f,Eixample,Room in boutique hotel,Private room,3,1 bath,1.0,2.0,24,$120.00
f,Eixample,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,78,$133.00
f,Eixample,Entire rental unit,Entire home/apt,8,2 baths,3.0,6.0,45,$162.00
f,Gràcia,Entire rental unit,Entire home/apt,6,2 baths,3.0,4.0,0,$100.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,35,$80.00
f,Sants-Montjuïc,Entire rental unit,Entire home/apt,6,2 baths,4.0,5.0,11,$122.00
t,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,335,$34.00
f,Eixample,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,83,$27.00
t,Gràcia,Entire rental unit,Entire home/apt,4,2 baths,2.0,3.0,78,$152.00
f,Ciutat Vella,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,7,$45.00
f,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,4,$77.00
f,Les Corts,Private room in rental unit,Private room,3,1 private bath,2.0,3.0,2,$106.00
f,Eixample,Private room in rental unit,Private room,1,2 shared baths,1.0,1.0,14,$30.00
f,Ciutat Vella,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,19,$34.00
f,Eixample,Private room in condo,Private room,1,1 shared bath,1.0,1.0,0,$23.00
t,Sant Martí,Entire rental unit,Entire home/apt,4,1 bath,3.0,3.0,8,$50.00
f,Sant Martí,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,29,$36.00
f,Sant Martí,Private room in hostel,Private room,4,1 shared bath,1.0,4.0,25,$104.00
t,Gràcia,Entire rental unit,Entire home/apt,4,1 bath,2.0,4.0,117,$110.00
f,Eixample,Entire rental unit,Entire home/apt,8,1.5 baths,4.0,8.0,42,$358.00
f,Sant Martí,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,113,$23.00
f,Horta-Guinardó,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,105,$39.00
t,Eixample,Private room in rental unit,Private room,2,1 private bath,2.0,2.0,255,$115.00
f,Sant Martí,Private room in rental unit,Private room,2,1.5 shared baths,1.0,1.0,0,$29.00
f,Ciutat Vella,Entire rental unit,Entire home/apt,3,1 bath,2.0,2.0,10,$55.00
f,Eixample,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,3.0,276,$155.00
t,Eixample,Entire rental unit,Entire home/apt,5,2 baths,2.0,3.0,214,$162.00
